Rk_x,Player,Age,Team,Pos,G,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Season
9.0,Vince Carter,28.0,NJN,SF,57.0,56.0,38.9,10.0,21.7,0.462,1.9,4.5,0.425,8.1,17.3,0.471,0.505,5.6,6.8,0.817,1.4,4.5,5.9,4.7,1.5,0.6,2.6,3.3,27.5,,24.5,0.556,0.205,0.313,4.2,14.1,9.1,27.6,2.0,1.2,9.4,32.9,5.4,3.1,8.5,0.184,6.2,0.8,7.0,5.1,2004-05
10.0,Jermaine O'Neal,26.0,IND,PF,44.0,41.0,34.8,8.8,19.4,0.452,0.0,0.1,0.167,8.8,19.3,0.454,0.453,6.7,8.9,0.754,1.9,6.9,8.8,1.9,0.6,2.0,3.0,3.9,24.3,AS,22.9,0.52,0.007,0.458,6.7,23.3,15.1,12.8,0.9,4.4,11.3,36.2,1.3,2.5,3.8,0.118,1.5,0.2,1.8,1.5,2004-05
11.0,Dwyane Wade,23.0,MIA,SG,77.0,77.0,38.6,8.2,17.1,0.478,0.2,0.6,0.289,8.0,16.5,0.485,0.483,7.5,9.9,0.762,1.4,3.7,5.2,6.8,1.6,1.1,4.2,3.0,24.1,"MVP-8,DPOY-21,AS,NBA2,DEF2",23.1,0.561,0.034,0.578,4.5,10.8,7.8,31.0,2.2,2.0,16.3,30.9,6.7,4.3,11.0,0.177,3.9,0.7,4.6,4.9,2004-05
12.0,Ray Allen,29.0,SEA,SG,78.0,78.0,39.3,8.2,19.2,0.428,2.7,7.1,0.376,5.5,12.0,0.459,0.498,4.8,5.5,0.883,1.0,3.4,4.4,3.7,1.1,0.1,2.2,2.1,23.9,"MVP-9,AS,NBA2",20.9,0.555,0.372,0.286,3.2,10.7,6.9,18.1,1.5,0.1,9.2,28.0,9.7,1.0,10.7,0.168,5.3,-1.2,4.1,4.8,2004-05
13.0,Michael Redd,25.0,MIL,SG,75.0,75.0,38.0,8.3,18.9,0.441,1.4,3.9,0.355,6.9,15.0,0.463,0.477,4.9,5.8,0.854,1.0,3.2,4.2,2.3,0.8,0.1,1.8,2.0,23.0,,18.3,0.536,0.207,0.305,2.9,10.0,6.4,11.4,1.2,0.2,7.6,27.8,5.5,0.7,6.2,0.105,2.8,-1.8,1.0,2.2,2004-05
14.0,Shaquille O'Neal,32.0,MIA,C,73.0,73.0,34.1,9.0,15.0,0.601,0.0,0.0,,9.0,15.0,0.601,0.601,4.8,10.5,0.461,3.5,6.9,10.4,2.7,0.5,2.3,2.8,3.6,22.9,"MVP-2,DPOY-8,AS,NBA1",27.0,0.583,0.0,0.699,12.4,22.8,17.8,15.7,0.8,5.0,12.4,30.5,6.4,4.6,11.0,0.211,4.1,1.2,5.3,4.6,2004-05
15.0,Kevin Garnett,28.0,MIN,PF,82.0,82.0,38.1,8.3,16.6,0.502,0.1,0.3,0.24,8.3,16.3,0.507,0.504,5.4,6.7,0.811,3.0,10.5,13.5,5.7,1.5,1.4,2.7,2.5,22.2,"MVP-11,DPOY-9,AS,NBA2,DEF1",28.2,0.567,0.018,0.404,9.5,30.2,20.3,27.1,2.1,2.6,12.2,27.1,10.1,6.0,16.1,0.248,6.5,3.0,9.5,9.1,2004-05
16.0,Richard Jefferson,24.0,NJN,SF,33.0,33.0,41.1,7.2,17.1,0.422,0.9,2.7,0.337,6.3,14.4,0.438,0.449,6.9,8.2,0.844,1.5,5.8,7.3,4.0,1.0,0.5,4.0,3.3,22.2,,16.6,0.537,0.158,0.477,4.3,17.2,10.7,19.0,1.3,1.0,16.2,28.2,0.6,1.8,2.4,0.086,1.6,-0.1,1.5,1.2,2004-05
17.0,Corey Maggette,25.0,LAC,SG,66.0,60.0,36.9,6.4,14.9,0.431,0.8,2.5,0.304,5.7,12.4,0.457,0.457,8.5,10.0,0.857,1.1,4.9,6.0,3.4,1.1,0.1,3.0,2.9,22.2,,19.9,0.574,0.17,0.666,3.6,15.5,9.7,16.6,1.5,0.2,13.3,27.9,6.0,2.2,8.1,0.16,3.0,-0.6,2.4,2.7,2004-05
18.0,Larry Hughes,26.0,WAS,SG,61.0,61.0,38.7,7.7,17.8,0.43,1.0,3.4,0.282,6.7,14.4,0.465,0.457,5.8,7.4,0.777,1.2,5.0,6.3,4.7,2.9,0.3,2.5,2.8,22.0,"DPOY-6,DEF1",21.6,0.523,0.192,0.417,3.4,15.2,9.1,21.9,3.8,0.6,10.6,26.6,4.6,3.1,7.7,0.157,2.4,1.9,4.3,3.7,2004-05
19.0,Stephon Marbury,27.0,NYK,PG,82.0,82.0,40.0,7.4,16.0,0.462,1.4,4.0,0.354,6.0,12.0,0.497,0.506,5.6,6.7,0.834,0.6,2.4,3.0,8.1,1.5,0.1,2.8,2.3,21.7,,21.9,0.575,0.248,0.42,1.8,7.1,4.4,36.0,2.0,0.1,13.1,24.8,10.4,1.3,11.7,0.171,4.9,-0.7,4.2,5.1,2004-05
20.0,Jason Richardson,24.0,GSW,SG,72.0,72.0,37.8,8.5,19.0,0.446,1.7,5.1,0.338,6.7,13.9,0.486,0.492,3.0,4.3,0.693,1.7,4.2,5.9,3.9,1.5,0.4,2.3,2.2,21.7,,19.0,0.518,0.27,0.226,4.8,12.5,8.5,19.2,2.0,0.8,10.1,27.1,3.3,2.4,5.7,0.1,2.8,-0.4,2.5,3.0,2004-05
21.0,Paul Pierce,27.0,BOS,SF,82.0,82.0,36.1,6.8,14.9,0.455,1.3,3.6,0.37,5.5,11.4,0.481,0.499,6.7,8.1,0.822,1.0,5.6,6.6,4.2,1.6,0.5,2.8,3.1,21.6,AS,21.8,0.583,0.239,0.546,3.1,17.8,10.6,20.3,2.3,1.0,13.2,26.6,7.7,3.6,11.2,0.182,4.0,0.7,4.6,4.9,2004-05
22.0,Steve Francis,27.0,ORL,PG,78.0,78.0,38.2,7.2,17.1,0.423,0.5,1.6,0.299,6.7,15.4,0.436,0.438,6.4,7.8,0.823,1.6,4.2,5.8,7.0,1.4,0.4,4.1,3.5,21.3,,18.9,0.521,0.095,0.456,4.8,12.0,8.5,31.6,1.9,0.7,16.6,28.0,3.9,2.3,6.2,0.1,2.1,-0.9,1.2,2.4,2004-05
23.0,Carmelo Anthony,20.0,DEN,SF,75.0,75.0,34.8,7.1,16.4,0.431,0.6,2.1,0.266,6.5,14.3,0.455,0.448,6.1,7.6,0.796,1.9,3.8,5.7,2.6,0.9,0.4,3.0,3.1,20.8,,16.7,0.526,0.128,0.466,6.3,12.5,9.4,13.1,1.3,0.9,13.1,29.2,2.3,2.6,4.9,0.09,0.4,-1.6,-1.2,0.5,2004-05
24.0,Rashard Lewis,25.0,SEA,SF,71.0,71.0,38.0,7.5,16.2,0.462,2.4,6.1,0.4,5.1,10.1,0.499,0.537,3.1,4.0,0.777,1.5,3.9,5.5,1.3,1.1,0.9,1.7,2.2,20.5,AS,19.4,0.571,0.375,0.246,5.0,12.6,8.8,6.5,1.5,1.8,8.8,24.0,6.9,1.5,8.4,0.15,4.5,-0.8,3.7,3.9,2004-05
25.0,Tim Duncan,28.0,SAS,PF,66.0,66.0,33.4,7.8,15.8,0.496,0.0,0.1,0.333,7.8,15.7,0.498,0.498,4.6,6.9,0.67,3.1,8.0,11.1,2.7,0.7,2.6,1.9,2.2,20.3,"MVP-4,DPOY-4,AS,NBA1,DEF1",27.0,0.54,0.009,0.437,10.7,28.2,19.4,16.1,1.1,5.7,9.3,28.9,5.5,5.7,11.2,0.245,4.8,2.8,7.6,5.4,2004-05
26.0,Peja Stojaković,27.0,SAC,SF,66.0,66.0,38.4,6.8,15.4,0.444,2.6,6.6,0.402,4.2,8.8,0.475,0.53,3.8,4.2,0.92,0.9,3.4,4.3,2.1,1.2,0.2,1.5,2.4,20.1,,17.3,0.584,0.426,0.271,2.7,9.8,6.3,8.7,1.6,0.3,8.2,21.7,6.0,1.2,7.3,0.137,2.4,-1.2,1.2,2.1,2004-05
27.0,Elton Brand,25.0,LAC,PF,81.0,81.0,37.0,7.8,15.4,0.503,0.0,0.0,0.0,7.8,15.4,0.504,0.503,4.5,6.0,0.752,3.7,5.9,9.5,2.6,0.8,2.1,2.3,3.0,20.0,,22.4,0.554,0.002,0.387,12.2,18.4,15.4,13.3,1.1,4.3,11.1,25.4,6.9,3.7,10.6,0.169,3.4,0.2,3.6,4.2,2004-05
28.0,Grant Hill,32.0,ORL,SF,67.0,67.0,34.9,7.7,15.1,0.509,0.0,0.2,0.231,7.7,15.0,0.513,0.511,4.2,5.1,0.821,1.1,3.6,4.7,3.3,1.4,0.4,2.4,2.1,19.7,AS,20.0,0.565,0.013,0.336,3.7,11.4,7.6,17.1,2.1,0.9,12.1,24.8,4.7,1.9,6.6,0.136,2.3,0.2,2.5,2.7,2004-05
29.0,Mike Bibby,26.0,SAC,PG,80.0,80.0,38.6,7.0,15.8,0.443,1.6,4.6,0.36,5.4,11.3,0.477,0.495,4.0,5.2,0.775,1.0,3.2,4.2,6.8,1.6,0.4,2.5,2.4,19.6,,19.2,0.543,0.288,0.327,2.8,9.2,6.0,28.1,2.1,0.7,12.3,23.8,6.6,1.9,8.5,0.133,3.1,-0.5,2.6,3.6,2004-05
30.0,Antawn Jamison,28.0,WAS,PF,68.0,68.0,38.3,7.6,17.5,0.437,1.0,3.1,0.341,6.6,14.4,0.457,0.466,3.3,4.4,0.76,2.4,5.3,7.6,2.3,0.8,0.2,1.7,2.2,19.6,AS,16.9,0.506,0.175,0.249,6.7,16.1,11.2,10.7,1.1,0.5,8.2,24.1,3.8,1.7,5.4,0.1,1.5,-2.0,-0.5,1.0,2004-05
31.0,Chris Webber,31.0,2TM,PF,67.0,67.0,35.4,8.3,19.1,0.433,0.2,0.7,0.341,8.1,18.5,0.436,0.438,2.7,3.4,0.794,1.9,7.2,9.1,4.7,1.4,0.8,2.7,3.2,19.5,,18.6,0.472,0.034,0.178,6.1,22.8,14.4,24.2,2.0,1.6,11.6,29.3,0.2,3.2,3.4,0.07,0.3,0.4,0.7,1.6,2004-05
31.0,Chris Webber,31.0,SAC,PF,46.0,46.0,36.3,9.0,19.9,0.449,0.2,0.6,0.379,8.7,19.3,0.452,0.455,3.1,3.9,0.799,2.0,7.7,9.7,5.5,1.5,0.7,2.9,3.1,21.3,,20.9,0.491,0.032,0.195,6.3,23.6,15.0,27.0,2.1,1.4,11.8,30.1,1.3,2.1,3.5,0.1,1.9,0.6,2.5,1.9,2004-05
31.0,Chris Webber,31.0,PHI,PF,21.0,21.0,33.4,6.8,17.4,0.391,0.2,0.7,0.267,6.6,16.7,0.396,0.396,1.8,2.3,0.776,1.7,6.1,7.9,3.1,1.2,0.9,2.3,3.3,15.6,,13.1,0.423,0.041,0.134,5.7,20.9,13.2,17.5,1.9,2.1,11.2,27.5,-1.1,1.1,0.0,-0.002,-3.6,-0.1,-3.6,-0.3,2004-05
32.0,Shawn Marion,26.0,PHO,PF,81.0,81.0,38.8,7.6,15.9,0.476,1.4,4.2,0.334,6.2,11.7,0.526,0.52,2.8,3.4,0.833,2.9,8.4,11.3,1.9,2.0,1.5,1.5,2.5,19.4,"MVP-14,DPOY-5,AS,NBA3",21.7,0.556,0.265,0.213,8.4,22.0,15.5,7.5,2.6,2.5,8.1,21.3,7.3,5.2,12.5,0.191,3.1,1.3,4.4,5.1,2004-05
33.0,Baron Davis,25.0,2TM,PG,46.0,32.0,34.4,6.3,16.3,0.387,2.6,7.7,0.333,3.8,8.7,0.435,0.465,4.0,5.3,0.761,0.7,3.1,3.8,7.9,1.8,0.3,2.8,2.7,19.2,,20.8,0.515,0.471,0.323,2.2,10.6,6.2,42.0,2.7,0.7,13.2,28.2,2.8,1.5,4.4,0.132,4.1,0.0,4.1,2.4,2004-05
33.0,Baron Davis,25.0,NOH,PG,18.0,13.0,32.9,6.2,16.8,0.366,2.4,7.6,0.321,3.7,9.2,0.404,0.439,4.1,5.3,0.771,0.9,2.8,3.7,7.2,1.7,0.2,2.1,2.9,18.9,,21.4,0.492,0.452,0.317,3.1,10.6,6.7,44.0,2.9,0.5,9.9,30.0,1.1,0.6,1.7,0.138,5.2,0.2,5.4,1.1,2004-05
33.0,Baron Davis,25.0,GSW,PG,28.0,19.0,35.3,6.4,16.0,0.401,2.6,7.8,0.341,3.8,8.3,0.457,0.483,4.0,5.3,0.755,0.6,3.3,3.9,8.3,1.8,0.4,3.3,2.6,19.5,,20.4,0.53,0.483,0.327,1.7,10.6,5.9,40.8,2.6,0.7,15.3,27.1,1.7,0.9,2.6,0.129,3.5,-0.1,3.4,1.3,2004-05
34.0,Antoine Walker,28.0,2TM,PF,77.0,77.0,38.4,7.5,17.9,0.422,1.4,4.4,0.323,6.1,13.5,0.455,0.462,2.6,4.8,0.539,2.4,6.7,9.0,3.4,1.2,0.8,3.3,2.8,19.1,,15.5,0.478,0.248,0.271,7.0,20.9,13.7,16.3,1.6,1.5,14.1,27.2,-1.4,2.3,0.9,0.015,0.8,-1.3,-0.4,1.2,2004-05
34.0,Antoine Walker,28.0,ATL,PF,53.0,53.0,40.2,7.9,19.1,0.415,1.6,5.1,0.317,6.3,14.1,0.45,0.457,3.0,5.5,0.534,2.4,7.0,9.4,3.7,1.2,0.6,3.5,2.8,20.4,,15.5,0.474,0.265,0.29,6.6,21.4,13.6,16.8,1.6,1.2,13.8,27.9,-1.1,1.3,0.2,0.004,1.1,-1.4,-0.3,0.9,2004-05
34.0,Antoine Walker,28.0,BOS,PF,24.0,24.0,34.5,6.7,15.2,0.442,1.0,3.0,0.342,5.7,12.1,0.467,0.477,1.8,3.3,0.557,2.3,5.9,8.3,3.0,1.0,1.1,2.9,2.9,16.3,,15.4,0.49,0.201,0.217,8.1,19.6,14.0,15.0,1.6,2.4,14.9,25.5,-0.3,1.0,0.7,0.041,0.1,-0.8,-0.7,0.3,2004-05
35.0,Zach Randolph,23.0,POR,PF,46.0,37.0,34.8,7.2,16.1,0.448,0.0,0.1,0.0,7.2,16.0,0.452,0.448,4.5,5.5,0.815,3.1,6.5,9.6,1.9,0.7,0.4,2.4,2.4,18.9,,18.6,0.511,0.008,0.343,10.7,20.8,15.9,10.2,1.1,0.8,11.6,27.7,1.6,1.5,3.1,0.094,1.0,-1.6,-0.7,0.5,2004-05
36.0,Richard Hamilton,26.0,DET,SG,76.0,76.0,38.5,6.7,15.3,0.44,0.5,1.6,0.305,6.2,13.7,0.455,0.455,4.8,5.6,0.858,1.0,2.9,3.9,4.9,1.0,0.2,2.9,3.1,18.7,,16.0,0.528,0.102,0.37,3.0,8.8,5.9,23.5,1.4,0.3,13.9,25.1,3.9,3.5,7.4,0.121,0.3,0.0,0.3,1.7,2004-05
37.0,Stephen Jackson,26.0,IND,SF,51.0,49.0,35.4,6.5,16.1,0.403,2.0,5.6,0.36,4.5,10.5,0.426,0.466,3.7,4.5,0.83,0.9,4.0,4.9,2.3,1.3,0.3,2.4,3.0,18.7,,15.9,0.518,0.349,0.28,3.0,13.4,8.3,13.5,2.0,0.6,11.8,27.7,1.0,2.1,3.1,0.082,0.9,-0.6,0.3,1.1,2004-05
38.0,Jalen Rose,32.0,TOR,SF,81.0,65.0,33.5,6.5,14.3,0.455,1.3,3.4,0.394,5.2,10.9,0.473,0.501,4.1,4.8,0.854,0.5,2.9,3.4,2.6,0.8,0.1,2.2,2.3,18.5,,16.6,0.562,0.236,0.336,1.8,9.9,5.8,14.0,1.2,0.3,11.9,25.5,3.8,1.0,4.8,0.085,1.2,-1.7,-0.5,1.0,2004-05
39.0,Yao Ming,24.0,HOU,C,80.0,80.0,30.6,6.7,12.2,0.552,0.0,0.0,,6.7,12.2,0.552,0.552,4.9,6.2,0.783,2.6,5.8,8.4,0.8,0.4,2.0,2.5,3.7,18.3,AS,23.2,0.614,0.0,0.51,10.2,21.4,15.9,5.0,0.8,5.1,14.1,26.8,6.0,4.7,10.7,0.21,1.5,1.0,2.4,2.8,2004-05
40.0,Carlos Boozer,23.0,UTA,PF,51.0,51.0,34.7,7.1,13.6,0.521,0.0,0.0,0.0,7.1,13.6,0.522,0.521,3.7,5.3,0.698,2.8,6.2,9.0,2.8,0.8,0.5,2.7,3.5,17.8,,19.2,0.56,0.001,0.387,9.6,22.7,16.0,15.9,1.3,1.1,14.5,24.6,2.7,1.4,4.1,0.111,2.1,-0.7,1.4,1.5,2004-05
41.0,Pau Gasol,24.0,MEM,PF,56.0,53.0,32.0,6.4,12.4,0.514,0.0,0.1,0.167,6.4,12.3,0.517,0.514,5.0,6.6,0.768,2.3,5.0,7.3,2.4,0.7,1.7,2.4,2.6,17.8,,22.5,0.582,0.009,0.528,8.7,18.7,13.7,14.7,1.1,4.1,13.8,26.2,4.1,2.8,6.8,0.184,2.9,1.1,4.0,2.7,2004-05
42.0,Jamal Crawford,24.0,NYK,SG,70.0,67.0,38.4,6.2,15.7,0.398,2.6,7.3,0.361,3.6,8.4,0.431,0.483,2.6,3.1,0.843,0.5,2.4,2.9,4.3,1.3,0.3,2.1,1.9,17.7,,15.2,0.521,0.467,0.197,1.4,7.5,4.4,19.2,1.8,0.5,11.0,22.8,3.1,1.1,4.2,0.075,2.1,-1.0,1.0,2.1,2004-05
43.0,Al Harrington,24.0,ATL,SF,66.0,66.0,38.6,6.9,14.9,0.459,0.2,1.1,0.216,6.6,13.8,0.479,0.468,3.6,5.3,0.672,2.2,4.8,7.0,3.2,1.3,0.2,3.1,3.8,17.5,,14.4,0.508,0.075,0.356,6.3,15.2,10.5,14.5,1.8,0.5,15.2,23.6,0.6,1.0,1.6,0.03,-0.7,-1.4,-2.2,-0.1,2004-05
44.0,Cuttino Mobley,29.0,2TM,SG,66.0,64.0,36.2,6.2,14.1,0.438,2.3,5.2,0.439,3.9,8.9,0.437,0.518,2.5,3.1,0.82,0.7,2.8,3.5,2.8,1.1,0.5,2.0,2.3,17.2,,15.0,0.555,0.367,0.22,2.1,8.6,5.4,12.5,1.6,0.9,11.5,21.4,3.2,1.2,4.4,0.089,1.1,-1.2,-0.1,1.1,2004-05
44.0,Cuttino Mobley,29.0,ORL,SG,23.0,21.0,31.6,5.6,12.9,0.432,2.5,5.4,0.464,3.0,7.4,0.409,0.53,2.4,3.0,0.797,0.5,2.3,2.7,1.8,1.0,0.4,1.8,2.1,16.0,,15.3,0.565,0.422,0.233,1.7,7.9,4.9,9.7,1.6,0.9,11.2,22.1,1.1,0.4,1.5,0.101,1.8,-0.9,0.9,0.5,2004-05
44.0,Cuttino Mobley,29.0,SAC,SG,43.0,43.0,38.7,6.5,14.8,0.44,2.1,5.0,0.424,4.4,9.7,0.449,0.513,2.6,3.2,0.831,0.8,3.1,3.9,3.4,1.2,0.5,2.1,2.4,17.8,,14.9,0.55,0.341,0.214,2.3,8.9,5.6,13.8,1.6,0.9,11.7,21.1,2.1,0.8,2.9,0.084,0.8,-1.4,-0.5,0.6,2004-05
45.0,Desmond Mason,27.0,MIL,SF,80.0,71.0,36.2,6.0,13.5,0.443,0.0,0.1,0.125,6.0,13.4,0.445,0.443,5.3,6.6,0.802,1.1,2.8,3.9,2.7,0.7,0.3,2.1,2.5,17.2,,14.8,0.526,0.007,0.486,3.4,9.3,6.3,12.8,1.1,0.7,11.1,23.2,3.6,0.7,4.3,0.071,-0.1,-1.5,-1.6,0.3,2004-05
46.0,Joe Johnson,23.0,PHO,SF,82.0,82.0,39.5,6.6,14.4,0.461,2.2,4.5,0.478,4.5,9.9,0.454,0.536,1.6,2.2,0.75,1.5,3.7,5.1,3.5,1.0,0.3,1.8,2.0,17.1,,15.1,0.556,0.314,0.153,4.2,9.5,7.0,13.2,1.2,0.5,10.5,19.0,5.8,1.7,7.6,0.112,1.5,-0.6,0.9,2.4,2004-05
47.0,Zydrunas Ilgauskas,29.0,CLE,C,78.0,78.0,33.5,5.9,12.6,0.468,0.0,0.1,0.286,5.8,12.5,0.469,0.469,5.2,6.4,0.799,3.8,4.8,8.6,1.3,0.7,2.1,2.4,4.0,16.9,AS,19.5,0.55,0.007,0.514,13.2,17.2,15.2,6.6,1.1,4.7,13.7,24.1,4.8,3.3,8.1,0.149,0.3,-0.5,-0.2,1.2,2004-05
48.0,Shareef Abdur-Rahim,28.0,POR,PF,54.0,49.0,34.6,6.2,12.4,0.503,0.3,0.7,0.385,6.0,11.7,0.51,0.514,4.1,4.7,0.866,2.3,5.0,7.3,2.1,0.9,0.5,2.2,2.8,16.8,,18.7,0.581,0.058,0.379,7.9,16.0,12.1,10.7,1.4,1.0,13.0,22.1,3.9,1.5,5.4,0.139,1.6,-0.6,0.9,1.4,2004-05
49.0,Chris Bosh,20.0,TOR,PF,81.0,81.0,37.2,5.8,12.4,0.471,0.0,0.1,0.3,5.8,12.3,0.472,0.472,5.1,6.7,0.76,2.4,6.5,8.9,1.9,0.9,1.4,2.3,2.8,16.8,,17.5,0.547,0.01,0.539,7.1,20.0,13.5,8.6,1.3,2.7,13.1,21.7,3.9,2.9,6.8,0.108,0.1,-0.3,-0.2,1.4,2004-05
50.0,Tony Parker,22.0,SAS,PG,80.0,80.0,34.2,6.7,14.0,0.482,0.5,2.0,0.276,6.2,12.0,0.516,0.501,2.6,4.0,0.65,0.6,3.1,3.7,6.1,1.2,0.1,2.7,2.1,16.6,,18.0,0.528,0.14,0.289,2.0,10.7,6.4,33.2,1.9,0.1,14.6,25.1,3.6,4.5,8.1,0.141,1.4,0.6,2.0,2.8,2004-05
51.0,Chauncey Billups,28.0,DET,PG,80.0,80.0,35.8,5.1,11.4,0.442,2.1,4.8,0.426,3.0,6.6,0.454,0.533,4.3,4.8,0.898,0.6,2.8,3.4,5.8,1.0,0.1,2.3,2.4,16.5,DEF2,19.0,0.609,0.424,0.418,2.0,9.0,5.5,28.2,1.6,0.2,14.3,20.7,8.6,3.5,12.1,0.202,3.6,0.6,4.2,4.5,2004-05
52.0,Bobby Simmons,24.0,LAC,SF,75.0,74.0,37.3,6.3,13.6,0.466,0.7,1.5,0.435,5.7,12.0,0.47,0.491,3.1,3.6,0.846,1.7,4.2,5.9,2.7,1.4,0.2,1.8,3.0,16.4,MIP-1,16.1,0.54,0.113,0.268,5.7,13.2,9.6,13.1,2.0,0.4,10.6,21.0,4.2,2.6,6.8,0.117,0.8,0.0,0.7,1.9,2004-05
53.0,Eddy Curry,22.0,CHI,C,63.0,60.0,28.7,6.2,11.6,0.538,0.0,0.0,,6.2,11.6,0.538,0.538,3.6,5.0,0.72,1.8,3.5,5.4,0.6,0.3,0.9,2.6,3.2,16.1,,16.3,0.583,0.0,0.43,7.2,13.6,10.5,4.1,0.6,2.4,15.8,25.5,1.5,2.8,4.3,0.115,-0.7,0.2,-0.6,0.7,2004-05
