Rk_x,Player,Age,Team,Pos,G,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Season,Experience,NumOfAwards,All-Star,AwardWinner,FirstTeam,SecondTeam,ThridTeam,DefTeam1,DefTeam2,Salary,Guaranteed,2023-24_contract_year
164.0,Bruce Brown,27.0,TOR,SG,67.0,44.0,27.9,4.1,8.7,0.478,0.8,2.4,0.323,3.4,6.2,0.538,0.523,1.7,2.1,0.824,0.8,3.4,4.2,2.9,0.9,0.3,1.3,2.2,10.8,,11.6,0.563,0.282,0.244,3.1,14.0,8.5,13.2,1.5,0.8,11.8,16.5,1.2,1.0,2.2,0.058,-2.4,-1.0,-3.3,-0.6,2024,6,0,0,0,0,0,0,0,0,22000000,22000000,0
290.0,Bruno Fernando,25.0,ATL,C,45.0,2.0,15.2,2.4,4.2,0.583,0.0,0.1,0.0,2.4,4.1,0.596,0.583,1.4,2.1,0.667,1.3,3.0,4.3,1.0,0.6,0.6,1.0,2.4,6.3,,15.2,0.615,0.021,0.513,9.1,22.2,15.4,9.3,1.8,3.7,16.1,16.7,0.8,0.7,1.5,0.103,-3.1,0.9,-2.3,-0.1,2024,5,0,0,0,0,0,0,0,0,2581522,2581522,0
340.0,Bryce McGowens,21.0,CHO,SG,59.0,14.0,14.9,1.7,3.9,0.439,0.6,1.7,0.333,1.1,2.2,0.523,0.513,1.1,1.4,0.776,0.3,1.4,1.7,0.9,0.4,0.2,0.5,1.3,5.1,,9.3,0.565,0.443,0.37,2.1,11.2,6.5,8.1,1.2,1.1,10.1,14.9,0.4,0.3,0.6,0.034,-3.7,-1.1,-4.9,-0.6,2024,2,0,0,0,0,0,0,0,0,1719864,1719864,0
139.0,Buddy Hield,31.0,PHI,SF,84.0,42.0,25.7,4.4,10.1,0.436,2.6,6.8,0.386,1.8,3.4,0.539,0.565,0.6,0.7,0.881,0.7,2.5,3.2,2.8,0.8,0.5,1.2,2.0,12.1,,13.3,0.578,0.668,0.069,3.1,10.9,7.0,14.5,1.6,1.6,10.5,19.2,1.9,1.6,3.5,0.077,1.0,-0.6,0.4,1.3,2024,8,0,0,0,0,0,0,0,0,19845098,19845098,1
50.0,CJ McCollum,32.0,NOP,PG,66.0,66.0,32.7,7.3,16.0,0.459,3.6,8.4,0.429,3.7,7.5,0.492,0.572,1.7,2.1,0.827,0.6,3.7,4.3,4.6,0.9,0.6,1.7,1.9,20.0,,17.9,0.592,0.528,0.132,2.0,12.6,7.4,21.4,1.4,1.9,9.0,24.7,3.5,2.4,5.9,0.132,3.3,-0.3,3.1,2.8,2024,11,0,0,0,0,0,0,0,0,35802469,99802468,0
29.0,Cade Cunningham,22.0,DET,PG,62.0,62.0,33.5,8.5,18.8,0.449,1.9,5.4,0.355,6.5,13.4,0.487,0.5,3.8,4.4,0.869,0.5,3.8,4.3,7.5,0.9,0.4,3.4,2.5,22.7,,17.1,0.546,0.287,0.235,1.7,12.9,7.2,37.5,1.3,0.9,14.1,30.8,0.7,1.0,1.8,0.041,2.0,-1.6,0.3,1.2,2024,3,0,0,0,0,0,0,0,0,11055360,24996169,0
381.0,Caleb Houstan,21.0,ORL,SF,59.0,13.0,13.8,1.4,3.5,0.388,1.2,3.3,0.373,0.1,0.2,0.615,0.563,0.4,0.4,0.808,0.5,0.9,1.4,0.5,0.3,0.1,0.3,1.0,4.3,,8.3,0.582,0.937,0.126,4.0,8.1,6.1,4.8,0.9,0.5,6.9,12.5,0.7,0.8,1.5,0.089,-1.4,-0.5,-1.9,0.0,2024,2,0,0,0,0,0,0,0,0,2000000,2000000,0
182.0,Caleb Martin,28.0,MIA,SF,64.0,23.0,27.4,3.8,8.7,0.431,1.3,3.6,0.349,2.5,5.1,0.489,0.504,1.2,1.5,0.778,1.2,3.2,4.4,2.2,0.7,0.5,1.2,2.0,10.0,,10.8,0.531,0.415,0.177,4.7,13.5,9.1,11.8,1.3,1.6,11.3,17.3,0.2,2.2,2.4,0.066,-2.2,0.2,-2.0,0.0,2024,5,0,0,0,0,0,0,0,0,6802950,6802950,0
322.0,Cam Reddish,24.0,LAL,SF,48.0,26.0,20.5,1.9,4.9,0.389,0.8,2.3,0.336,1.1,2.6,0.435,0.468,0.9,1.1,0.759,0.6,1.5,2.1,1.0,1.0,0.3,0.6,1.3,5.4,,7.7,0.504,0.47,0.231,3.2,7.7,5.6,6.0,2.3,1.2,10.7,12.7,-0.3,0.9,0.6,0.03,-4.0,0.8,-3.2,-0.3,2024,5,0,0,0,0,0,0,0,0,2165000,2165000,0
35.0,Cam Thomas,22.0,BRK,SG,66.0,51.0,31.4,8.0,18.0,0.442,2.2,6.0,0.364,5.8,12.0,0.481,0.503,4.3,5.1,0.856,0.4,2.8,3.2,2.9,0.7,0.2,1.9,2.1,22.5,,16.1,0.554,0.333,0.281,1.4,10.1,5.6,15.7,1.1,0.7,8.5,30.5,1.3,1.2,2.5,0.058,0.7,-1.9,-1.2,0.4,2024,3,0,0,0,0,0,0,0,0,2240160,2240160,0
132.0,Cam Whitmore,19.0,HOU,SF,47.0,2.0,18.7,4.5,9.9,0.454,1.7,4.7,0.359,2.8,5.3,0.538,0.539,1.6,2.4,0.679,0.9,2.9,3.8,0.7,0.6,0.4,1.0,1.4,12.3,,16.6,0.561,0.471,0.24,5.3,16.7,11.0,6.0,1.7,1.8,8.2,27.1,0.4,1.1,1.5,0.082,1.0,-0.9,0.1,0.5,2024,1,0,0,0,0,0,0,0,0,3218160,6597240,0
119.0,Cameron Johnson,27.0,BRK,PF,58.0,47.0,27.6,4.8,10.7,0.446,2.4,6.1,0.391,2.4,4.6,0.519,0.557,1.5,1.9,0.789,0.9,3.4,4.3,2.4,0.8,0.3,1.0,1.8,13.4,,14.5,0.582,0.57,0.176,3.7,13.8,8.6,12.9,1.5,0.8,7.9,19.6,2.0,1.3,3.3,0.1,0.9,-0.5,0.4,1.0,2024,5,0,0,0,0,0,0,0,0,25679348,94500000,0
242.0,Cameron Payne,29.0,PHI,PG,78.0,10.0,16.7,2.7,6.2,0.432,1.3,3.4,0.39,1.3,2.7,0.486,0.541,0.7,0.9,0.866,0.3,1.2,1.5,2.6,0.5,0.1,0.8,1.6,7.4,,12.8,0.566,0.555,0.139,1.8,8.1,4.9,21.9,1.6,0.8,11.4,19.1,1.4,1.0,2.4,0.089,-0.5,-0.6,-1.1,0.3,2024,9,0,0,0,0,0,0,0,0,8519706,6500000,1
242.0,Cameron Payne,29.0,PHI,PG,78.0,10.0,16.7,2.7,6.2,0.432,1.3,3.4,0.39,1.3,2.7,0.486,0.541,0.7,0.9,0.866,0.3,1.2,1.5,2.6,0.5,0.1,0.8,1.6,7.4,,12.8,0.566,0.555,0.139,1.8,8.1,4.9,21.9,1.6,0.8,11.4,19.1,1.4,1.0,2.4,0.089,-0.5,-0.6,-1.1,0.3,2024,9,0,0,0,0,0,0,0,0,8519706,2019706,1
108.0,Caris LeVert,29.0,CLE,SG,68.0,10.0,28.8,5.1,12.1,0.421,1.6,4.9,0.325,3.5,7.2,0.486,0.487,2.3,3.0,0.766,0.6,3.5,4.1,5.1,1.1,0.5,1.7,1.8,14.0,,14.6,0.524,0.405,0.245,2.3,13.7,8.0,25.7,1.9,1.6,11.4,23.1,1.0,2.6,3.6,0.088,-0.6,0.8,0.2,1.1,2024,8,0,0,0,0,0,0,0,0,15384616,32000000,0
272.0,Cason Wallace,20.0,OKC,SG,82.0,13.0,20.6,2.6,5.4,0.491,1.2,2.9,0.419,1.5,2.5,0.572,0.602,0.4,0.5,0.784,0.6,1.6,2.3,1.5,0.9,0.5,0.5,1.6,6.8,,12.0,0.612,0.529,0.084,3.6,8.6,6.2,8.9,2.2,2.0,8.9,12.9,1.9,2.1,4.0,0.115,-0.9,1.0,0.1,0.9,2024,1,0,0,0,0,0,0,0,0,5291400,10847280,0
270.0,Cedi Osman,28.0,SAS,SF,72.0,3.0,17.6,2.6,5.3,0.479,1.2,3.1,0.389,1.4,2.3,0.601,0.591,0.5,0.7,0.673,0.3,2.2,2.5,1.7,0.5,0.2,0.7,1.5,6.8,,11.2,0.601,0.576,0.135,2.1,13.3,7.7,13.0,1.3,0.7,10.4,15.1,1.0,0.9,1.9,0.071,-1.7,-0.3,-2.1,0.0,2024,7,0,0,0,0,0,0,0,0,6718842,6718842,1
435.0,Charles Bassey,23.0,SAS,C,19.0,0.0,10.8,1.5,2.1,0.725,0.0,0.1,0.0,1.5,2.1,0.744,0.725,0.3,0.3,0.833,1.2,2.8,4.0,1.1,0.4,0.9,0.8,1.6,3.3,,17.7,0.739,0.025,0.15,12.0,28.2,20.0,14.1,1.9,6.9,26.0,11.9,0.3,0.4,0.7,0.157,-1.8,3.1,1.3,0.2,2024,3,0,0,0,0,0,0,0,0,2600000,2600000,0
80.0,Chet Holmgren,21.0,OKC,C,82.0,82.0,29.4,6.2,11.6,0.53,1.6,4.3,0.37,4.6,7.4,0.623,0.598,2.7,3.4,0.793,1.6,6.3,7.9,2.4,0.6,2.3,1.6,2.4,16.5,ROY-2,20.4,0.632,0.366,0.289,6.2,23.1,15.0,11.6,1.1,7.3,10.9,21.6,4.6,4.4,8.9,0.178,1.8,1.5,3.4,3.3,2024,1,1,0,0,0,0,0,0,0,10386000,21266640,0
280.0,Chimezie Metu,26.0,DET,C,51.0,12.0,16.8,2.4,4.8,0.504,0.5,1.8,0.298,1.9,2.9,0.633,0.561,1.1,1.3,0.906,0.8,3.0,3.8,0.9,0.8,0.3,1.0,1.4,6.5,,13.3,0.61,0.385,0.262,5.5,19.6,12.7,7.4,2.4,1.6,16.0,16.2,0.5,1.1,1.5,0.085,-2.1,0.8,-1.3,0.2,2024,6,0,0,0,0,0,0,0,0,2351562,2019706,0
280.0,Chimezie Metu,26.0,DET,C,51.0,12.0,16.8,2.4,4.8,0.504,0.5,1.8,0.298,1.9,2.9,0.633,0.561,1.1,1.3,0.906,0.8,3.0,3.8,0.9,0.8,0.3,1.0,1.4,6.5,,13.3,0.61,0.385,0.262,5.5,19.6,12.7,7.4,2.4,1.6,16.0,16.2,0.5,1.1,1.5,0.085,-2.1,0.8,-1.3,0.2,2024,6,0,0,0,0,0,0,0,0,2351562,331856,0
280.0,Chimezie Metu,26.0,DET,C,51.0,12.0,16.8,2.4,4.8,0.504,0.5,1.8,0.298,1.9,2.9,0.633,0.561,1.1,1.3,0.906,0.8,3.0,3.8,0.9,0.8,0.3,1.0,1.4,6.5,,13.3,0.61,0.385,0.262,5.5,19.6,12.7,7.4,2.4,1.6,16.0,16.2,0.5,1.1,1.5,0.085,-2.1,0.8,-1.3,0.2,2024,6,0,0,0,0,0,0,0,0,2351562,331856,0
288.0,Chris Boucher,31.0,TOR,PF,50.0,0.0,14.1,2.2,4.3,0.507,0.6,1.9,0.33,1.6,2.5,0.642,0.578,1.4,1.8,0.772,1.2,2.9,4.1,0.5,0.3,0.5,0.6,1.4,6.4,,16.0,0.625,0.433,0.424,9.5,23.1,16.1,4.5,1.0,3.0,9.8,17.3,1.2,0.6,1.7,0.119,-0.3,-1.4,-1.7,0.1,2024,7,0,0,0,0,0,0,0,0,11750000,22560000,0
408.0,Chris Duarte,26.0,SAC,SF,59.0,11.0,12.2,1.4,3.6,0.381,0.7,2.2,0.346,0.6,1.4,0.434,0.486,0.4,0.6,0.788,0.4,1.4,1.8,0.7,0.5,0.1,0.4,1.4,3.9,,8.4,0.512,0.605,0.157,4.0,12.7,8.3,7.8,1.9,1.0,10.4,14.9,0.0,0.7,0.7,0.047,-3.5,0.1,-3.4,-0.2,2024,3,0,0,0,0,0,0,0,0,4124400,10018168,0
539.0,Chris Livingston,20.0,MIL,SF,21.0,0.0,4.3,0.5,1.0,0.5,0.0,0.2,0.2,0.5,0.8,0.588,0.523,0.1,0.2,0.75,0.1,0.9,1.0,0.2,0.1,0.0,0.2,0.7,1.2,,6.9,0.547,0.227,0.182,3.7,21.5,12.8,7.2,1.1,0.0,17.4,13.8,0.0,0.1,0.1,0.027,-7.0,-1.0,-8.0,-0.1,2024,1,0,0,0,0,0,0,0,0,1119563,3011420,0
200.0,Chris Paul,38.0,GSW,PG,58.0,18.0,26.4,3.6,8.1,0.441,1.3,3.6,0.371,2.2,4.4,0.498,0.525,0.7,0.9,0.827,0.3,3.6,3.9,6.8,1.2,0.1,1.3,1.9,9.2,,14.7,0.544,0.45,0.111,1.3,14.4,7.9,33.4,2.2,0.4,13.4,15.6,2.6,1.7,4.3,0.136,-0.2,1.2,1.0,1.2,2024,19,0,0,0,0,0,0,0,0,30800000,30800000,0
243.0,Christian Braun,22.0,DEN,SG,82.0,4.0,20.2,2.7,5.9,0.46,0.8,2.0,0.384,1.9,3.9,0.498,0.525,1.1,1.6,0.694,1.0,2.8,3.7,1.6,0.5,0.4,0.7,1.7,7.3,,12.1,0.554,0.34,0.277,5.4,14.8,10.2,10.2,1.3,1.8,9.2,15.7,1.5,2.0,3.4,0.1,-1.7,-0.2,-1.9,0.0,2024,2,0,0,0,0,0,0,0,0,2949120,6038760,0
266.0,Christian Wood,28.0,LAL,PF,50.0,1.0,17.4,2.5,5.3,0.466,0.7,2.3,0.307,1.8,3.0,0.587,0.532,1.3,1.9,0.702,0.8,4.3,5.1,1.0,0.3,0.7,1.0,1.4,6.9,,12.3,0.568,0.432,0.356,5.2,26.1,16.2,7.4,0.9,3.3,14.1,17.6,0.0,1.1,1.2,0.064,-2.6,-0.2,-2.8,-0.2,2024,9,0,0,0,0,0,0,0,0,2709849,5745889,0
484.0,Chuma Okeke,25.0,ORL,SF,47.0,8.0,9.2,0.9,2.4,0.357,0.5,1.7,0.28,0.4,0.6,0.567,0.46,0.1,0.1,0.571,0.4,1.3,1.7,0.4,0.2,0.1,0.3,0.4,2.3,,6.9,0.465,0.732,0.063,4.9,17.0,10.9,6.2,1.0,1.5,12.2,13.3,-0.3,0.6,0.3,0.029,-3.2,-0.2,-3.4,-0.2,2024,4,0,0,0,0,0,0,0,0,5266713,5266713,1
147.0,Clint Capela,29.0,ATL,C,73.0,73.0,25.8,4.8,8.5,0.571,0.0,0.0,0.0,4.8,8.5,0.572,0.571,1.8,2.8,0.631,4.6,6.0,10.6,1.2,0.6,1.5,1.0,2.2,11.5,,20.7,0.59,0.002,0.333,18.7,26.5,22.4,6.9,1.1,5.1,9.5,17.3,4.4,1.9,6.3,0.161,1.0,-1.0,0.1,1.0,2024,10,0,0,0,0,0,0,0,0,20616000,42881280,0
60.0,Coby White,23.0,CHI,PG,79.0,78.0,36.5,6.8,15.3,0.447,2.6,7.0,0.376,4.2,8.3,0.508,0.534,2.8,3.3,0.838,0.6,4.0,4.5,5.1,0.7,0.2,2.1,2.4,19.1,,14.5,0.57,0.46,0.215,1.7,12.4,6.9,20.8,0.9,0.6,11.1,22.7,3.1,1.6,4.7,0.078,0.7,-1.3,-0.7,0.9,2024,5,0,0,0,0,0,0,0,0,11111111,36000000,0
240.0,Cody Martin,28.0,CHO,SF,28.0,22.0,26.9,2.9,7.7,0.381,1.0,3.1,0.314,2.0,4.6,0.426,0.444,0.7,1.2,0.606,0.7,3.2,3.9,3.7,1.1,0.6,1.6,1.7,7.5,,9.2,0.46,0.4,0.153,2.8,13.9,8.1,19.1,2.1,2.2,16.1,16.1,-0.7,0.5,-0.2,-0.012,-4.1,0.6,-3.5,-0.3,2024,5,0,0,0,0,0,0,0,0,7560000,15680000,0
509.0,Cody Zeller,31.0,NOP,C,43.0,0.0,7.4,0.6,1.4,0.419,0.0,0.1,0.333,0.6,1.4,0.424,0.427,0.5,0.9,0.605,1.1,1.5,2.6,0.9,0.2,0.1,0.4,1.0,1.8,,12.8,0.483,0.048,0.613,16.9,22.0,19.5,15.2,1.4,1.5,16.9,12.9,0.4,0.4,0.8,0.124,-2.9,0.3,-2.6,0.0,2024,11,0,0,0,0,0,0,0,0,2019706,2019706,1
495.0,Colby Jones,21.0,SAC,SG,30.0,0.0,6.4,0.9,2.4,0.394,0.1,0.7,0.091,0.9,1.6,0.531,0.408,0.2,0.4,0.545,0.6,0.8,1.3,0.7,0.2,0.2,0.3,1.0,2.1,,8.9,0.422,0.31,0.155,9.7,13.7,11.7,13.9,1.8,2.4,11.6,19.1,-0.2,0.2,0.0,0.007,-5.4,0.4,-5.0,-0.1,2024,1,0,0,0,0,0,0,0,0,2019706,4140399,0
145.0,Cole Anthony,23.0,ORL,PG,81.0,0.0,22.4,4.1,9.4,0.435,1.1,3.4,0.338,3.0,6.0,0.49,0.496,2.2,2.7,0.826,0.8,3.0,3.8,2.9,0.8,0.5,1.6,2.2,11.6,,14.6,0.545,0.36,0.286,4.1,16.1,10.1,19.8,1.7,1.9,12.8,23.7,0.9,2.7,3.6,0.096,-0.6,0.7,0.1,1.0,2024,4,0,0,0,0,0,0,0,0,5539771,31539771,0
62.0,Collin Sexton,25.0,UTA,SG,78.0,51.0,26.6,6.5,13.3,0.487,1.6,4.2,0.394,4.8,9.1,0.53,0.549,4.1,4.7,0.859,0.9,1.7,2.6,4.9,0.8,0.2,2.1,2.0,18.7,,19.9,0.607,0.313,0.356,3.8,7.1,5.4,29.5,1.4,0.8,12.1,27.5,5.2,0.3,5.5,0.127,3.8,-1.9,1.9,2.0,2024,6,0,0,0,0,0,0,0,0,17325000,54450000,0
120.0,Corey Kispert,24.0,WAS,SF,80.0,22.0,25.8,4.8,9.9,0.486,2.3,6.0,0.383,2.5,3.9,0.643,0.602,1.4,2.0,0.726,0.4,2.4,2.8,2.0,0.5,0.2,1.2,1.8,13.4,,12.8,0.62,0.605,0.198,1.5,10.3,5.8,10.7,0.9,0.6,10.2,19.6,1.7,0.4,2.1,0.048,-0.2,-2.0,-2.1,-0.1,2024,3,0,0,0,0,0,0,0,0,3722040,9427927,0
479.0,Cory Joseph,32.0,GSW,PG,26.0,0.0,11.4,0.9,2.5,0.359,0.5,1.6,0.31,0.4,0.8,0.455,0.461,0.2,0.3,0.571,0.2,0.9,1.2,1.6,0.2,0.1,0.5,1.0,2.4,,6.2,0.47,0.656,0.109,2.2,8.6,5.5,17.2,0.7,0.9,15.2,11.3,0.0,0.2,0.2,0.034,-4.0,-0.7,-4.7,-0.2,2024,13,0,0,0,0,0,0,0,0,2019706,2019706,1
312.0,Craig Porter Jr.,23.0,CLE,PG,51.0,6.0,12.7,2.3,4.5,0.509,0.2,0.7,0.353,2.0,3.8,0.536,0.535,0.8,1.1,0.732,0.4,1.7,2.1,2.3,0.4,0.3,0.9,0.8,5.6,,15.4,0.564,0.149,0.246,3.7,15.1,9.4,26.5,1.6,2.1,15.1,20.2,0.6,0.9,1.5,0.108,-0.6,1.1,0.5,0.4,2024,1,0,0,0,0,0,0,0,0,1500000,1500000,0
65.0,D'Angelo Russell,27.0,LAL,PG,76.0,69.0,32.7,6.5,14.2,0.456,3.0,7.2,0.415,3.5,7.0,0.497,0.56,2.1,2.5,0.828,0.4,2.7,3.1,6.3,0.9,0.5,2.1,2.1,18.0,,16.0,0.588,0.505,0.178,1.3,8.9,5.3,27.6,1.3,1.3,11.8,23.0,3.3,1.8,5.1,0.099,1.7,-0.8,0.9,1.8,2024,9,0,0,0,0,0,0,0,0,17307693,36000000,0
551.0,DaQuan Jeffries,26.0,NYK,SG,17.0,0.0,2.7,0.4,1.0,0.353,0.1,0.6,0.2,0.2,0.4,0.571,0.412,0.0,0.1,0.0,0.0,0.3,0.3,0.3,0.0,0.1,0.2,0.1,0.8,,3.1,0.391,0.588,0.118,0.0,12.2,6.1,14.9,0.0,2.0,14.4,19.6,-0.1,0.0,-0.1,-0.087,-5.6,-2.5,-8.1,-0.1,2024,5,0,0,0,0,0,0,0,0,1324828,1324828,0
551.0,DaQuan Jeffries,26.0,NYK,SG,17.0,0.0,2.7,0.4,1.0,0.353,0.1,0.6,0.2,0.2,0.4,0.571,0.412,0.0,0.1,0.0,0.0,0.3,0.3,0.3,0.0,0.1,0.2,0.1,0.8,,3.1,0.391,0.588,0.118,0.0,12.2,6.1,14.9,0.0,2.0,14.4,19.6,-0.1,0.0,-0.1,-0.087,-5.6,-2.5,-8.1,-0.1,2024,5,0,0,0,0,0,0,0,0,1324828,1324828,0
551.0,DaQuan Jeffries,26.0,NYK,SG,17.0,0.0,2.7,0.4,1.0,0.353,0.1,0.6,0.2,0.2,0.4,0.571,0.412,0.0,0.1,0.0,0.0,0.3,0.3,0.3,0.0,0.1,0.2,0.1,0.8,,3.1,0.391,0.588,0.118,0.0,12.2,6.1,14.9,0.0,2.0,14.4,19.6,-0.1,0.0,-0.1,-0.087,-5.6,-2.5,-8.1,-0.1,2024,5,0,0,0,0,0,0,0,0,1324828,1324828,0
551.0,DaQuan Jeffries,26.0,NYK,SG,17.0,0.0,2.7,0.4,1.0,0.353,0.1,0.6,0.2,0.2,0.4,0.571,0.412,0.0,0.1,0.0,0.0,0.3,0.3,0.3,0.0,0.1,0.2,0.1,0.8,,3.1,0.391,0.588,0.118,0.0,12.2,6.1,14.9,0.0,2.0,14.4,19.6,-0.1,0.0,-0.1,-0.087,-5.6,-2.5,-8.1,-0.1,2024,5,0,0,0,0,0,0,0,0,1324828,1324828,0
171.0,Dalano Banton,24.0,POR,PG,54.0,9.0,19.4,3.7,9.3,0.404,1.1,3.7,0.296,2.6,5.6,0.475,0.463,1.7,2.2,0.783,0.8,2.5,3.3,2.4,0.6,0.4,1.4,1.2,10.3,,13.3,0.504,0.398,0.24,4.2,15.2,9.5,19.4,1.6,1.7,12.2,25.7,-0.4,0.9,0.5,0.024,-0.7,-0.6,-1.3,0.2,2024,3,0,0,0,0,0,0,0,0,2019706,2019706,0
450.0,Dalen Terry,21.0,CHI,SG,59.0,2.0,11.5,1.2,2.7,0.439,0.3,1.3,0.23,0.9,1.4,0.627,0.494,0.4,0.7,0.581,0.5,1.4,1.9,1.4,0.5,0.3,0.5,1.4,3.1,,10.2,0.512,0.471,0.274,4.7,14.1,9.3,15.6,2.0,2.7,15.4,13.4,0.1,0.7,0.8,0.06,-3.4,1.1,-2.3,0.0,2024,2,0,0,0,0,0,0,0,0,3350760,6861240,0
464.0,Damian Jones,28.0,CLE,C,39.0,0.0,6.9,1.1,1.8,0.597,0.1,0.4,0.214,1.0,1.5,0.69,0.618,0.5,0.5,0.857,0.5,1.1,1.6,0.4,0.2,0.3,0.3,0.7,2.7,,15.8,0.659,0.194,0.292,8.4,17.3,12.9,7.9,1.3,4.3,13.8,15.4,0.4,0.4,0.8,0.15,-1.7,1.2,-0.5,0.1,2024,8,0,0,0,0,0,0,0,0,2586665,2586665,1
20.0,Damian Lillard,33.0,MIL,PG,73.0,73.0,35.3,7.4,17.5,0.424,3.0,8.5,0.354,4.4,9.0,0.49,0.51,6.5,7.0,0.92,0.5,3.9,4.4,7.0,1.0,0.2,2.6,1.8,24.3,"CPOY-11,AS",19.6,0.59,0.487,0.403,1.6,11.8,6.8,28.8,1.3,0.6,11.4,28.4,5.8,1.9,7.7,0.143,3.4,-1.3,2.1,2.7,2024,12,2,1,0,0,0,0,0,0,45640084,152972971,0
155.0,Daniel Gafford,25.0,DAL,PF,74.0,66.0,24.5,4.7,6.5,0.725,0.0,0.0,,4.7,6.5,0.725,0.725,1.6,2.4,0.674,2.6,5.0,7.6,1.6,0.9,2.1,1.0,3.1,11.0,,21.7,0.731,0.0,0.365,11.4,22.1,16.7,9.1,1.7,7.1,11.7,14.7,5.2,2.5,7.8,0.205,0.7,1.9,2.6,2.1,2024,5,0,0,0,0,0,0,0,0,12402000,40182480,0
291.0,Daniel Theis,31.0,LAC,C,60.0,3.0,16.9,2.6,4.9,0.532,0.4,1.2,0.366,2.2,3.7,0.586,0.577,0.6,0.8,0.76,1.4,2.7,4.1,1.0,0.4,0.9,0.7,2.1,6.3,,14.4,0.597,0.242,0.171,9.8,17.1,13.6,8.3,1.0,4.5,11.8,15.4,1.4,1.2,2.5,0.119,-1.7,0.1,-1.6,0.1,2024,7,0,0,0,0,0,0,0,0,8670002,6928876,1
291.0,Daniel Theis,31.0,LAC,C,60.0,3.0,16.9,2.6,4.9,0.532,0.4,1.2,0.366,2.2,3.7,0.586,0.577,0.6,0.8,0.76,1.4,2.7,4.1,1.0,0.4,0.9,0.7,2.1,6.3,,14.4,0.597,0.242,0.171,9.8,17.1,13.6,8.3,1.0,4.5,11.8,15.4,1.4,1.2,2.5,0.119,-1.7,0.1,-1.6,0.1,2024,7,0,0,0,0,0,0,0,0,8670002,1741126,1
307.0,Danilo Gallinari,35.0,MIL,SF,49.0,0.0,12.9,1.7,3.9,0.437,0.6,1.9,0.323,1.1,2.0,0.546,0.516,1.7,2.0,0.857,0.4,1.8,2.2,1.1,0.3,0.1,0.5,1.0,5.7,,13.4,0.601,0.489,0.516,3.4,15.3,9.3,11.6,1.1,0.8,9.0,17.2,1.0,0.3,1.3,0.098,-0.8,-1.0,-1.9,0.0,2024,16,0,0,0,0,0,0,0,0,7464578,6802950,1
307.0,Danilo Gallinari,35.0,MIL,SF,49.0,0.0,12.9,1.7,3.9,0.437,0.6,1.9,0.323,1.1,2.0,0.546,0.516,1.7,2.0,0.857,0.4,1.8,2.2,1.1,0.3,0.1,0.5,1.0,5.7,,13.4,0.601,0.489,0.516,3.4,15.3,9.3,11.6,1.1,0.8,9.0,17.2,1.0,0.3,1.3,0.098,-0.8,-1.0,-1.9,0.0,2024,16,0,0,0,0,0,0,0,0,7464578,661628,1
568.0,Danny Green,36.0,PHI,SG,2.0,0.0,9.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,,0.7,0.0,0.5,0.0,0.0,12.5,6.1,6.5,2.7,0.0,0.0,4.8,0.0,0.0,0.0,-0.035,-7.4,0.8,-6.6,0.0,2024,15,0,0,0,0,0,0,0,0,200000,200000,1
231.0,Dante Exum,28.0,DAL,PG,55.0,17.0,19.8,2.9,5.5,0.533,1.0,2.0,0.491,2.0,3.5,0.557,0.621,1.0,1.2,0.779,0.5,2.3,2.7,2.9,0.4,0.1,0.9,1.5,7.8,,13.7,0.645,0.358,0.225,2.5,12.4,7.5,19.3,1.0,0.4,12.9,15.0,2.1,0.8,2.9,0.127,-0.3,-0.3,-0.6,0.4,2024,10,0,0,0,0,0,0,0,0,3000000,3000000,0
390.0,Danuel House Jr.,30.0,PHI,SF,34.0,4.0,15.0,1.4,3.1,0.448,0.4,1.5,0.3,0.9,1.6,0.582,0.519,1.0,1.4,0.761,0.5,1.2,1.7,0.8,0.4,0.1,0.6,1.3,4.2,,8.5,0.575,0.476,0.438,3.4,9.3,6.3,7.2,1.5,0.9,13.2,12.2,0.3,0.4,0.7,0.066,-3.4,-0.5,-4.0,-0.3,2024,8,0,0,0,0,0,0,0,0,4310250,4310250,1
229.0,Dario Šarić,29.0,GSW,C,64.0,9.0,17.2,2.8,6.1,0.466,1.2,3.1,0.376,1.7,3.0,0.56,0.562,1.2,1.5,0.849,1.1,3.3,4.4,2.3,0.5,0.2,1.2,1.8,8.0,,15.3,0.6,0.508,0.24,7.3,20.4,13.9,17.8,1.4,0.8,15.4,19.5,1.6,1.2,2.8,0.123,0.6,0.4,1.0,0.9,2024,8,0,0,0,0,0,0,0,0,2019706,2019706,1
